guid,label,output
MarchewaJP_chunk8_0,Polish,Greek
MarchewaJP_chunk8_1,Polish,Polish
MarchewaJP_chunk8_2,Polish,Greek
MarchewaJP_chunk9_0,Polish,Greek
MarchewaJP_chunk9_1,Polish,Spanish
MarchewaJP_chunk9_2,Polish,Polish
Marcipanas_chunk10_0,Lithuanian,Greek
Marcipanas_chunk10_1,Lithuanian,Greek
Marcipanas_chunk10_2,Lithuanian,Greek
Marcipanas_chunk10_3,Lithuanian,Greek
Marcipanas_chunk11_0,Lithuanian,Greek
Marcipanas_chunk11_1,Lithuanian,Lithuanian
Marcipanas_chunk11_2,Lithuanian,Bulgarian
Marcipanas_chunk11_3,Lithuanian,Bulgarian
Marcipanas_chunk12_0,Lithuanian,Greek
Marcipanas_chunk12_1,Lithuanian,Greek
Marcipanas_chunk12_2,Lithuanian,Greek
Marcipanas_chunk12_3,Lithuanian,Greek
Marcipanas_chunk13_0,Lithuanian,Italian
Marcipanas_chunk13_1,Lithuanian,Greek
Marcipanas_chunk13_2,Lithuanian,Lithuanian
Marcipanas_chunk14_0,Lithuanian,Greek
Marcipanas_chunk14_1,Lithuanian,Greek
Marcipanas_chunk14_2,Lithuanian,Greek
Marcipanas_chunk15_0,Lithuanian,Greek
Marcipanas_chunk15_1,Lithuanian,Greek
Marcipanas_chunk15_2,Lithuanian,Greek
Marcipanas_chunk15_3,Lithuanian,Greek
Marcipanas_chunk16_0,Lithuanian,Bulgarian
Marcipanas_chunk16_1,Lithuanian,Greek
Marcipanas_chunk17_0,Lithuanian,Greek
Marcipanas_chunk17_1,Lithuanian,Greek
Marcipanas_chunk17_2,Lithuanian,Greek
Marcipanas_chunk17_3,Lithuanian,Russian
Marcipanas_chunk1_0,Lithuanian,Greek
Marcipanas_chunk1_1,Lithuanian,Greek
Marcipanas_chunk1_2,Lithuanian,Lithuanian
Marcipanas_chunk2_0,Lithuanian,Greek
Marcipanas_chunk2_1,Lithuanian,Bulgarian
Marcipanas_chunk2_2,Lithuanian,Russian
Marcipanas_chunk2_3,Lithuanian,Greek
Marcipanas_chunk3_0,Lithuanian,Greek
Marcipanas_chunk3_1,Lithuanian,Greek
Marcipanas_chunk4_0,Lithuanian,Greek
Marcipanas_chunk4_1,Lithuanian,Greek
Marcipanas_chunk4_2,Lithuanian,Italian
Marcipanas_chunk5_0,Lithuanian,Greek
Marcipanas_chunk5_1,Lithuanian,Greek
Marcipanas_chunk6_0,Lithuanian,Greek
Marcipanas_chunk6_1,Lithuanian,Greek
Marcipanas_chunk6_2,Lithuanian,Bulgarian
Marcipanas_chunk6_3,Lithuanian,Italian
Marcipanas_chunk7_0,Lithuanian,Greek
Marcipanas_chunk7_1,Lithuanian,Greek
Marcipanas_chunk7_2,Lithuanian,Lithuanian
Marcipanas_chunk7_3,Lithuanian,Lithuanian
Marcipanas_chunk8_0,Lithuanian,Greek
Marcipanas_chunk8_1,Lithuanian,Italian
Marcipanas_chunk8_2,Lithuanian,Italian
Marcipanas_chunk9_0,Lithuanian,Greek
Marcipanas_chunk9_1,Lithuanian,Greek
Marcipanas_chunk9_2,Lithuanian,Bulgarian
MarlinMr_chunk10_0,Norwegian,Greek
MarlinMr_chunk10_1,Norwegian,Greek
MarlinMr_chunk10_2,Norwegian,Greek
MarlinMr_chunk11_0,Norwegian,Greek
MarlinMr_chunk11_1,Norwegian,Italian
MarlinMr_chunk11_2,Norwegian,Greek
MarlinMr_chunk12_0,Norwegian,Greek
MarlinMr_chunk12_1,Norwegian,Greek
MarlinMr_chunk12_2,Norwegian,Greek
MarlinMr_chunk13_0,Norwegian,Greek
MarlinMr_chunk13_1,Norwegian,Greek
MarlinMr_chunk13_2,Norwegian,Greek
MarlinMr_chunk14_0,Norwegian,Greek
MarlinMr_chunk14_1,Norwegian,Greek
MarlinMr_chunk15_0,Norwegian,Greek
MarlinMr_chunk15_1,Norwegian,Greek
MarlinMr_chunk15_2,Norwegian,Greek
MarlinMr_chunk16_0,Norwegian,Greek
MarlinMr_chunk16_1,Norwegian,Greek
MarlinMr_chunk16_2,Norwegian,Greek
MarlinMr_chunk17_0,Norwegian,Greek
MarlinMr_chunk17_1,Norwegian,Italian
MarlinMr_chunk17_2,Norwegian,Greek
MarlinMr_chunk1_0,Norwegian,Greek
MarlinMr_chunk1_1,Norwegian,Swedish
MarlinMr_chunk1_2,Norwegian,Greek
MarlinMr_chunk2_0,Norwegian,Spanish
MarlinMr_chunk2_1,Norwegian,Greek
MarlinMr_chunk2_2,Norwegian,Norwegian
MarlinMr_chunk3_0,Norwegian,Greek
MarlinMr_chunk3_1,Norwegian,Greek
MarlinMr_chunk3_2,Norwegian,Hungarian
MarlinMr_chunk4_0,Norwegian,Italian
MarlinMr_chunk4_1,Norwegian,Greek
MarlinMr_chunk4_2,Norwegian,Greek
MarlinMr_chunk5_0,Norwegian,Greek
MarlinMr_chunk5_1,Norwegian,Bulgarian
MarlinMr_chunk5_2,Norwegian,Greek
MarlinMr_chunk6_0,Norwegian,Greek
MarlinMr_chunk6_1,Norwegian,Italian
MarlinMr_chunk6_2,Norwegian,Greek
MarlinMr_chunk7_0,Norwegian,Bulgarian
MarlinMr_chunk7_1,Norwegian,Greek
MarlinMr_chunk7_2,Norwegian,Greek
MarlinMr_chunk8_0,Norwegian,Portuguese
MarlinMr_chunk8_1,Norwegian,Portuguese
MarlinMr_chunk8_2,Norwegian,Greek
MarlinMr_chunk9_0,Norwegian,Greek
MarlinMr_chunk9_1,Norwegian,Bulgarian
MarlinMr_chunk9_2,Norwegian,Italian
Martenz05_chunk10_0,Estonian,Greek
Martenz05_chunk10_1,Estonian,Greek
Martenz05_chunk10_2,Estonian,Bulgarian
Martenz05_chunk10_3,Estonian,Greek
Martenz05_chunk11_0,Estonian,Greek
Martenz05_chunk11_1,Estonian,Lithuanian
Martenz05_chunk11_2,Estonian,Greek
Martenz05_chunk11_3,Estonian,Greek
Martenz05_chunk12_0,Estonian,Bulgarian
Martenz05_chunk12_1,Estonian,Bulgarian
Martenz05_chunk12_2,Estonian,Greek
Martenz05_chunk12_3,Estonian,Greek
Martenz05_chunk12_4,Estonian,Greek
Martenz05_chunk13_0,Estonian,Greek
Martenz05_chunk13_1,Estonian,Greek
Martenz05_chunk13_2,Estonian,Greek
Martenz05_chunk13_3,Estonian,Russian
Martenz05_chunk14_0,Estonian,Greek
Martenz05_chunk14_1,Estonian,Italian
Martenz05_chunk14_2,Estonian,Greek
Martenz05_chunk14_3,Estonian,Greek
Martenz05_chunk14_4,Estonian,Greek
Martenz05_chunk15_0,Estonian,Bulgarian
Martenz05_chunk15_1,Estonian,Bulgarian
Martenz05_chunk15_2,Estonian,Bulgarian
Martenz05_chunk15_3,Estonian,Spanish
Martenz05_chunk15_4,Estonian,Greek
Martenz05_chunk16_0,Estonian,Greek
Martenz05_chunk16_1,Estonian,Bulgarian
Martenz05_chunk16_2,Estonian,Greek
Martenz05_chunk16_3,Estonian,Bulgarian
Martenz05_chunk17_0,Estonian,Greek
Martenz05_chunk17_1,Estonian,Greek
Martenz05_chunk17_2,Estonian,Bulgarian
Martenz05_chunk17_3,Estonian,Greek
Martenz05_chunk1_0,Estonian,Greek
Martenz05_chunk1_1,Estonian,Greek
Martenz05_chunk1_2,Estonian,Greek
Martenz05_chunk2_0,Estonian,Greek
Martenz05_chunk2_1,Estonian,Greek
Martenz05_chunk2_2,Estonian,Bulgarian
Martenz05_chunk2_3,Estonian,Greek
Martenz05_chunk3_0,Estonian,Greek
Martenz05_chunk3_1,Estonian,Greek
Martenz05_chunk3_2,Estonian,Bulgarian
Martenz05_chunk3_3,Estonian,Bulgarian
Martenz05_chunk4_0,Estonian,Greek
Martenz05_chunk4_1,Estonian,Greek
Martenz05_chunk4_2,Estonian,Greek
Martenz05_chunk4_3,Estonian,Greek
Martenz05_chunk4_4,Estonian,Italian
Martenz05_chunk5_0,Estonian,Greek
Martenz05_chunk5_1,Estonian,Estonian
Martenz05_chunk5_2,Estonian,Estonian
Martenz05_chunk5_3,Estonian,Estonian
Martenz05_chunk5_4,Estonian,Greek
Martenz05_chunk6_0,Estonian,Bulgarian
Martenz05_chunk6_1,Estonian,Greek
Martenz05_chunk6_2,Estonian,Greek
Martenz05_chunk6_3,Estonian,Greek
Martenz05_chunk7_0,Estonian,Greek
Martenz05_chunk7_1,Estonian,Greek
Martenz05_chunk7_2,Estonian,Greek
Martenz05_chunk7_3,Estonian,Greek
Martenz05_chunk8_0,Estonian,Greek
Martenz05_chunk8_1,Estonian,Greek
Martenz05_chunk8_2,Estonian,Greek
Martenz05_chunk8_3,Estonian,Greek
Martenz05_chunk9_0,Estonian,Bulgarian
Martenz05_chunk9_1,Estonian,Estonian
Martenz05_chunk9_2,Estonian,Greek
Martenz05_chunk9_3,Estonian,Greek
MbtiandChill_chunk10_0,Croatian,Greek
MbtiandChill_chunk10_1,Croatian,Bulgarian
MbtiandChill_chunk10_2,Croatian,Italian
MbtiandChill_chunk11_0,Croatian,Greek
MbtiandChill_chunk11_1,Croatian,Greek
MbtiandChill_chunk11_2,Croatian,Greek
MbtiandChill_chunk12_0,Croatian,Bulgarian
MbtiandChill_chunk12_1,Croatian,Greek
MbtiandChill_chunk12_2,Croatian,Bulgarian
MbtiandChill_chunk13_0,Croatian,Greek
MbtiandChill_chunk13_1,Croatian,Serbian
MbtiandChill_chunk13_2,Croatian,Italian
MbtiandChill_chunk14_0,Croatian,Greek
MbtiandChill_chunk14_1,Croatian,Greek
MbtiandChill_chunk14_2,Croatian,Italian
MbtiandChill_chunk14_3,Croatian,Greek
MbtiandChill_chunk15_0,Croatian,Greek
MbtiandChill_chunk15_1,Croatian,Serbian
MbtiandChill_chunk15_2,Croatian,Greek
MbtiandChill_chunk16_0,Croatian,Greek
MbtiandChill_chunk16_1,Croatian,Greek
MbtiandChill_chunk16_2,Croatian,Greek
MbtiandChill_chunk17_0,Croatian,Croatian
MbtiandChill_chunk17_1,Croatian,Greek
MbtiandChill_chunk17_2,Croatian,Greek
MbtiandChill_chunk1_0,Croatian,Greek
MbtiandChill_chunk1_1,Croatian,Greek
MbtiandChill_chunk1_2,Croatian,Italian
MbtiandChill_chunk2_0,Croatian,Bulgarian
MbtiandChill_chunk2_1,Croatian,Bulgarian
MbtiandChill_chunk2_2,Croatian,Bulgarian
MbtiandChill_chunk3_0,Croatian,Greek
MbtiandChill_chunk3_1,Croatian,Greek
MbtiandChill_chunk3_2,Croatian,Greek
MbtiandChill_chunk4_0,Croatian,Greek
MbtiandChill_chunk4_1,Croatian,Greek
MbtiandChill_chunk4_2,Croatian,Greek
MbtiandChill_chunk5_0,Croatian,Greek
MbtiandChill_chunk5_1,Croatian,Greek
MbtiandChill_chunk5_2,Croatian,Greek
MbtiandChill_chunk5_3,Croatian,Italian
MbtiandChill_chunk6_0,Croatian,Slovenian
MbtiandChill_chunk6_1,Croatian,Greek
MbtiandChill_chunk6_2,Croatian,Greek
MbtiandChill_chunk7_0,Croatian,Greek
MbtiandChill_chunk7_1,Croatian,Serbian
MbtiandChill_chunk7_2,Croatian,Serbian
MbtiandChill_chunk7_3,Croatian,Slovenian
MbtiandChill_chunk8_0,Croatian,Greek
MbtiandChill_chunk8_1,Croatian,Serbian
MbtiandChill_chunk8_2,Croatian,Croatian
MbtiandChill_chunk9_0,Croatian,Serbian
MbtiandChill_chunk9_1,Croatian,Croatian
MbtiandChill_chunk9_2,Croatian,Slovenian
Mcquiz_chunk10_0,Estonian,Greek
Mcquiz_chunk10_1,Estonian,Greek
Mcquiz_chunk10_2,Estonian,Greek
Mcquiz_chunk11_0,Estonian,Bulgarian
Mcquiz_chunk11_1,Estonian,Greek
Mcquiz_chunk11_2,Estonian,Greek
Mcquiz_chunk11_3,Estonian,Greek
Mcquiz_chunk12_0,Estonian,Greek
Mcquiz_chunk12_1,Estonian,Bulgarian
Mcquiz_chunk12_2,Estonian,Greek
Mcquiz_chunk13_0,Estonian,Greek
Mcquiz_chunk13_1,Estonian,Greek
Mcquiz_chunk13_2,Estonian,Greek
Mcquiz_chunk13_3,Estonian,Greek
Mcquiz_chunk14_0,Estonian,Spanish
Mcquiz_chunk14_1,Estonian,Italian
Mcquiz_chunk14_2,Estonian,Greek
Mcquiz_chunk14_3,Estonian,Bulgarian
Mcquiz_chunk14_4,Estonian,Greek
Mcquiz_chunk15_0,Estonian,Greek
Mcquiz_chunk15_1,Estonian,Greek
Mcquiz_chunk15_2,Estonian,Greek
Mcquiz_chunk16_0,Estonian,Greek
Mcquiz_chunk16_1,Estonian,Greek
Mcquiz_chunk16_2,Estonian,Greek
Mcquiz_chunk16_3,Estonian,Greek
Mcquiz_chunk17_0,Estonian,Bulgarian
Mcquiz_chunk17_1,Estonian,Bulgarian
Mcquiz_chunk17_2,Estonian,Greek
Mcquiz_chunk1_0,Estonian,Greek
Mcquiz_chunk1_1,Estonian,Greek
Mcquiz_chunk1_2,Estonian,Greek
Mcquiz_chunk1_3,Estonian,Greek
Mcquiz_chunk2_0,Estonian,Greek
Mcquiz_chunk2_1,Estonian,Greek
Mcquiz_chunk2_2,Estonian,Bulgarian
Mcquiz_chunk2_3,Estonian,Greek
Mcquiz_chunk3_0,Estonian,Bulgarian
Mcquiz_chunk3_1,Estonian,Bulgarian
Mcquiz_chunk3_2,Estonian,Greek
Mcquiz_chunk3_3,Estonian,Greek
Mcquiz_chunk4_0,Estonian,Bulgarian
Mcquiz_chunk4_1,Estonian,Greek
Mcquiz_chunk4_2,Estonian,Bulgarian
Mcquiz_chunk4_3,Estonian,Hungarian
Mcquiz_chunk5_0,Estonian,Bulgarian
Mcquiz_chunk5_1,Estonian,Greek
Mcquiz_chunk5_2,Estonian,Greek
Mcquiz_chunk6_0,Estonian,Greek
Mcquiz_chunk6_1,Estonian,Greek
Mcquiz_chunk6_2,Estonian,Italian
Mcquiz_chunk6_3,Estonian,Greek
Mcquiz_chunk7_0,Estonian,Italian
Mcquiz_chunk7_1,Estonian,Italian
Mcquiz_chunk7_2,Estonian,Greek
Mcquiz_chunk7_3,Estonian,Greek
Mcquiz_chunk8_0,Estonian,Greek
Mcquiz_chunk8_1,Estonian,Greek
Mcquiz_chunk8_2,Estonian,Greek
Mcquiz_chunk8_3,Estonian,Greek
Mcquiz_chunk9_0,Estonian,Greek
Mcquiz_chunk9_1,Estonian,Greek
Mcquiz_chunk9_2,Estonian,Greek
Mcquiz_chunk9_3,Estonian,Greek
Mervint_chunk10_0,Czech,Bulgarian
Mervint_chunk10_1,Czech,Czech
Mervint_chunk11_0,Czech,Bulgarian
Mervint_chunk11_1,Czech,Greek
Mervint_chunk12_0,Czech,Czech
Mervint_chunk12_1,Czech,Greek
Mervint_chunk12_2,Czech,Italian
Mervint_chunk13_0,Czech,Bulgarian
Mervint_chunk13_1,Czech,Bulgarian
Mervint_chunk13_2,Czech,Greek
Mervint_chunk1_0,Czech,Italian
Mervint_chunk1_1,Czech,Czech
Mervint_chunk2_0,Czech,Czech
Mervint_chunk2_1,Czech,Czech
Mervint_chunk3_0,Czech,Greek
Mervint_chunk3_1,Czech,Bulgarian
Mervint_chunk4_0,Czech,Italian
Mervint_chunk4_1,Czech,Bulgarian
Mervint_chunk5_0,Czech,Greek
Mervint_chunk5_1,Czech,Czech
Mervint_chunk6_0,Czech,Czech
Mervint_chunk6_1,Czech,Czech
Mervint_chunk6_2,Czech,Greek
Mervint_chunk7_0,Czech,Czech
Mervint_chunk7_1,Czech,Greek
Mervint_chunk8_0,Czech,Czech
Mervint_chunk8_1,Czech,Greek
Mervint_chunk9_0,Czech,Czech
Mervint_chunk9_1,Czech,Czech
MewKazami_chunk10_0,Croatian,Greek
MewKazami_chunk10_1,Croatian,Greek
MewKazami_chunk11_0,Croatian,Greek
MewKazami_chunk11_1,Croatian,Croatian
MewKazami_chunk11_2,Croatian,Greek
MewKazami_chunk12_0,Croatian,Greek
MewKazami_chunk12_1,Croatian,Bulgarian
MewKazami_chunk12_2,Croatian,Bulgarian
MewKazami_chunk13_0,Croatian,Bulgarian
MewKazami_chunk13_1,Croatian,Greek
MewKazami_chunk13_2,Croatian,Greek
MewKazami_chunk14_0,Croatian,Bulgarian
MewKazami_chunk14_1,Croatian,Greek
MewKazami_chunk14_2,Croatian,Greek
MewKazami_chunk14_3,Croatian,Greek
MewKazami_chunk15_0,Croatian,Bulgarian
MewKazami_chunk15_1,Croatian,Bulgarian
MewKazami_chunk15_2,Croatian,Greek
MewKazami_chunk16_0,Croatian,Greek
MewKazami_chunk16_1,Croatian,Greek
MewKazami_chunk16_2,Croatian,Greek
MewKazami_chunk17_0,Croatian,Greek
MewKazami_chunk17_1,Croatian,Greek
MewKazami_chunk17_2,Croatian,Greek
MewKazami_chunk17_3,Croatian,Greek
MewKazami_chunk1_0,Croatian,Greek
MewKazami_chunk1_1,Croatian,Greek
MewKazami_chunk1_2,Croatian,Greek
MewKazami_chunk2_0,Croatian,Bulgarian
MewKazami_chunk2_1,Croatian,Greek
MewKazami_chunk2_2,Croatian,Greek
MewKazami_chunk3_0,Croatian,Italian
MewKazami_chunk3_1,Croatian,Bulgarian
MewKazami_chunk3_2,Croatian,Greek
MewKazami_chunk4_0,Croatian,Greek
MewKazami_chunk4_1,Croatian,Greek
MewKazami_chunk4_2,Croatian,Italian
MewKazami_chunk5_0,Croatian,Greek
MewKazami_chunk5_1,Croatian,Greek
MewKazami_chunk5_2,Croatian,Greek
MewKazami_chunk6_0,Croatian,Greek
MewKazami_chunk6_1,Croatian,Bulgarian
MewKazami_chunk6_2,Croatian,Greek
MewKazami_chunk7_0,Croatian,Bulgarian
MewKazami_chunk7_1,Croatian,Bulgarian
MewKazami_chunk7_2,Croatian,Greek
MewKazami_chunk8_0,Croatian,Greek
MewKazami_chunk8_1,Croatian,Greek
MewKazami_chunk8_2,Croatian,Greek
MewKazami_chunk9_0,Croatian,Bulgarian
MewKazami_chunk9_1,Croatian,Bulgarian
MewKazami_chunk9_2,Croatian,Greek
MiG-35_chunk10_0,Croatian,Croatian
MiG-35_chunk10_1,Croatian,Croatian
MiG-35_chunk11_0,Croatian,Serbian
MiG-35_chunk11_1,Croatian,Slovenian
MiG-35_chunk12_0,Croatian,Serbian
MiG-35_chunk12_1,Croatian,Slovenian
MiG-35_chunk13_0,Croatian,Croatian
MiG-35_chunk13_1,Croatian,Greek
MiG-35_chunk1_0,Croatian,Greek
MiG-35_chunk1_1,Croatian,Croatian
MiG-35_chunk2_0,Croatian,Greek
MiG-35_chunk2_1,Croatian,Bulgarian
MiG-35_chunk3_0,Croatian,Serbian
MiG-35_chunk3_1,Croatian,Greek
MiG-35_chunk4_0,Croatian,Croatian
MiG-35_chunk4_1,Croatian,Italian
MiG-35_chunk5_0,Croatian,Croatian
MiG-35_chunk5_1,Croatian,Slovenian
MiG-35_chunk6_0,Croatian,Croatian
MiG-35_chunk6_1,Croatian,Italian
MiG-35_chunk7_0,Croatian,Slovenian
MiG-35_chunk7_1,Croatian,Greek
MiG-35_chunk8_0,Croatian,Spanish
MiG-35_chunk8_1,Croatian,Slovenian
MiG-35_chunk9_0,Croatian,Croatian
MiG-35_chunk9_1,Croatian,Slovenian
Mind314_chunk1_0,Bulgarian,Bulgarian
Mind314_chunk1_1,Bulgarian,Bulgarian
Mind314_chunk1_2,Bulgarian,Bulgarian
Mind314_chunk1_3,Bulgarian,Bulgarian
Mind314_chunk2_0,Bulgarian,Greek
Mind314_chunk2_1,Bulgarian,Greek
Mind314_chunk2_2,Bulgarian,Bulgarian
Mind314_chunk2_3,Bulgarian,Bulgarian
Mind314_chunk3_0,Bulgarian,Greek
Mind314_chunk3_1,Bulgarian,Greek
Mind314_chunk3_2,Bulgarian,Bulgarian
Mind314_chunk3_3,Bulgarian,Bulgarian
Mind314_chunk3_4,Bulgarian,Greek
Mind314_chunk4_0,Bulgarian,Bulgarian
Mind314_chunk4_1,Bulgarian,Greek
Mind314_chunk4_2,Bulgarian,Bulgarian
Mind314_chunk4_3,Bulgarian,Greek
Mind314_chunk5_0,Bulgarian,Bulgarian
Mind314_chunk5_1,Bulgarian,Greek
Mind314_chunk5_2,Bulgarian,Bulgarian
Mind314_chunk5_3,Bulgarian,Greek
Mind314_chunk6_0,Bulgarian,Bulgarian
Mind314_chunk6_1,Bulgarian,Bulgarian
Mind314_chunk6_2,Bulgarian,Bulgarian
Mind314_chunk6_3,Bulgarian,Greek
Mind314_chunk7_0,Bulgarian,Bulgarian
Mind314_chunk7_1,Bulgarian,Bulgarian
Mind314_chunk7_2,Bulgarian,Bulgarian
Mind314_chunk7_3,Bulgarian,Bulgarian
MrBla_chunk10_0,Lithuanian,Greek
MrBla_chunk10_1,Lithuanian,Greek
MrBla_chunk10_2,Lithuanian,Greek
MrBla_chunk11_0,Lithuanian,Greek
MrBla_chunk11_1,Lithuanian,Greek
MrBla_chunk11_2,Lithuanian,Greek
MrBla_chunk12_0,Lithuanian,Greek
MrBla_chunk12_1,Lithuanian,Greek
MrBla_chunk12_2,Lithuanian,Italian
MrBla_chunk13_0,Lithuanian,Greek
MrBla_chunk13_1,Lithuanian,Greek
MrBla_chunk13_2,Lithuanian,Lithuanian
MrBla_chunk14_0,Lithuanian,Greek
MrBla_chunk14_1,Lithuanian,Greek
MrBla_chunk14_2,Lithuanian,Greek
MrBla_chunk15_0,Lithuanian,Greek
MrBla_chunk15_1,Lithuanian,Greek
MrBla_chunk15_2,Lithuanian,Bulgarian
MrBla_chunk16_0,Lithuanian,Greek
MrBla_chunk16_1,Lithuanian,Greek
MrBla_chunk16_2,Lithuanian,Greek
MrBla_chunk17_0,Lithuanian,Greek
MrBla_chunk17_1,Lithuanian,Greek
MrBla_chunk17_2,Lithuanian,Bulgarian
MrBla_chunk1_0,Lithuanian,Greek
MrBla_chunk1_1,Lithuanian,Greek
MrBla_chunk1_2,Lithuanian,Greek
MrBla_chunk2_0,Lithuanian,Greek
MrBla_chunk2_1,Lithuanian,Greek
MrBla_chunk2_2,Lithuanian,Greek
MrBla_chunk3_0,Lithuanian,Greek
MrBla_chunk3_1,Lithuanian,Bulgarian
MrBla_chunk3_2,Lithuanian,Bulgarian
MrBla_chunk4_0,Lithuanian,Greek
MrBla_chunk4_1,Lithuanian,Bulgarian
MrBla_chunk4_2,Lithuanian,Greek
MrBla_chunk5_0,Lithuanian,Greek
MrBla_chunk5_1,Lithuanian,Bulgarian
MrBla_chunk5_2,Lithuanian,Greek
MrBla_chunk6_0,Lithuanian,Greek
MrBla_chunk6_1,Lithuanian,Greek
MrBla_chunk6_2,Lithuanian,Bulgarian
MrBla_chunk7_0,Lithuanian,Greek
MrBla_chunk7_1,Lithuanian,Greek
MrBla_chunk7_2,Lithuanian,Bulgarian
MrBla_chunk8_0,Lithuanian,Bulgarian
MrBla_chunk8_1,Lithuanian,Greek
MrBla_chunk8_2,Lithuanian,Greek
MrBla_chunk9_0,Lithuanian,Greek
MrBla_chunk9_1,Lithuanian,Lithuanian
MrBla_chunk9_2,Lithuanian,Lithuanian
MrMysterious95_chunk10_0,Polish,Lithuanian
MrMysterious95_chunk10_1,Polish,Bulgarian
MrMysterious95_chunk10_2,Polish,Lithuanian
MrMysterious95_chunk10_3,Polish,Bulgarian
MrMysterious95_chunk11_0,Polish,Bulgarian
MrMysterious95_chunk11_1,Polish,Polish
MrMysterious95_chunk11_2,Polish,Greek
MrMysterious95_chunk11_3,Polish,Bulgarian
MrMysterious95_chunk12_0,Polish,Greek
MrMysterious95_chunk12_1,Polish,Italian
MrMysterious95_chunk12_2,Polish,Bulgarian
MrMysterious95_chunk12_3,Polish,Greek
MrMysterious95_chunk13_0,Polish,Lithuanian
MrMysterious95_chunk13_1,Polish,Lithuanian
MrMysterious95_chunk13_2,Polish,Bulgarian
MrMysterious95_chunk13_3,Polish,Bulgarian
MrMysterious95_chunk14_0,Polish,Italian
MrMysterious95_chunk14_1,Polish,Polish
MrMysterious95_chunk14_2,Polish,Bulgarian
MrMysterious95_chunk14_3,Polish,Bulgarian
MrMysterious95_chunk15_0,Polish,Bulgarian
MrMysterious95_chunk15_1,Polish,Greek
MrMysterious95_chunk15_2,Polish,Italian
MrMysterious95_chunk15_3,Polish,Lithuanian
MrMysterious95_chunk16_0,Polish,Bulgarian
MrMysterious95_chunk16_1,Polish,Bulgarian
MrMysterious95_chunk16_2,Polish,Bulgarian
MrMysterious95_chunk16_3,Polish,Lithuanian
MrMysterious95_chunk17_0,Polish,Bulgarian
MrMysterious95_chunk17_1,Polish,Greek
MrMysterious95_chunk17_2,Polish,Lithuanian
MrMysterious95_chunk1_0,Polish,Bulgarian
MrMysterious95_chunk1_1,Polish,Greek
MrMysterious95_chunk1_2,Polish,Greek
MrMysterious95_chunk1_3,Polish,Bulgarian
MrMysterious95_chunk2_0,Polish,Greek
MrMysterious95_chunk2_1,Polish,Lithuanian
MrMysterious95_chunk2_2,Polish,Greek
MrMysterious95_chunk2_3,Polish,Bulgarian
MrMysterious95_chunk3_0,Polish,Bulgarian
MrMysterious95_chunk3_1,Polish,Polish
MrMysterious95_chunk3_2,Polish,Bulgarian
MrMysterious95_chunk3_3,Polish,Italian
MrMysterious95_chunk4_0,Polish,Greek
MrMysterious95_chunk4_1,Polish,Bulgarian
MrMysterious95_chunk4_2,Polish,Polish
MrMysterious95_chunk4_3,Polish,Greek
MrMysterious95_chunk5_0,Polish,Greek
MrMysterious95_chunk5_1,Polish,Bulgarian
MrMysterious95_chunk5_2,Polish,Greek
MrMysterious95_chunk5_3,Polish,Greek
MrMysterious95_chunk6_0,Polish,Greek
MrMysterious95_chunk6_1,Polish,Bulgarian
MrMysterious95_chunk6_2,Polish,Greek
MrMysterious95_chunk6_3,Polish,Lithuanian
MrMysterious95_chunk7_0,Polish,Polish
MrMysterious95_chunk7_1,Polish,Bulgarian
MrMysterious95_chunk7_2,Polish,Bulgarian
MrMysterious95_chunk7_3,Polish,Greek
MrMysterious95_chunk8_0,Polish,Bulgarian
MrMysterious95_chunk8_1,Polish,Greek
MrMysterious95_chunk8_2,Polish,Italian
MrMysterious95_chunk9_0,Polish,Lithuanian
MrMysterious95_chunk9_1,Polish,Greek
MrMysterious95_chunk9_2,Polish,Greek
MrMysterious95_chunk9_3,Polish,Bulgarian
MrVodnik_chunk10_0,Polish,Greek
MrVodnik_chunk10_1,Polish,Greek
MrVodnik_chunk10_2,Polish,Greek
MrVodnik_chunk11_0,Polish,Spanish
MrVodnik_chunk11_1,Polish,Greek
MrVodnik_chunk11_2,Polish,Greek
MrVodnik_chunk11_3,Polish,Greek
MrVodnik_chunk12_0,Polish,Bulgarian
MrVodnik_chunk12_1,Polish,Lithuanian
MrVodnik_chunk12_2,Polish,Greek
MrVodnik_chunk12_3,Polish,Greek
MrVodnik_chunk13_0,Polish,Greek
MrVodnik_chunk13_1,Polish,Greek
MrVodnik_chunk13_2,Polish,Bulgarian
MrVodnik_chunk13_3,Polish,German
MrVodnik_chunk14_0,Polish,Greek
MrVodnik_chunk14_1,Polish,Greek
MrVodnik_chunk14_2,Polish,Bulgarian
MrVodnik_chunk14_3,Polish,Greek
MrVodnik_chunk15_0,Polish,Greek
MrVodnik_chunk15_1,Polish,Greek
MrVodnik_chunk15_2,Polish,Greek
MrVodnik_chunk15_3,Polish,Bulgarian
MrVodnik_chunk16_0,Polish,Greek
MrVodnik_chunk16_1,Polish,Greek
MrVodnik_chunk16_2,Polish,Greek
MrVodnik_chunk17_0,Polish,Bulgarian
MrVodnik_chunk17_1,Polish,Greek
MrVodnik_chunk17_2,Polish,Greek
MrVodnik_chunk1_0,Polish,Greek
MrVodnik_chunk1_1,Polish,Greek
MrVodnik_chunk1_2,Polish,Greek
MrVodnik_chunk2_0,Polish,Greek
MrVodnik_chunk2_1,Polish,Greek
MrVodnik_chunk2_2,Polish,Greek
