guid,label,output
Myself2_chunk1_3,Portuguese,Portuguese
Myself2_chunk2_0,Portuguese,Portuguese
Myself2_chunk2_1,Portuguese,Portuguese
Myself2_chunk2_2,Portuguese,Portuguese
Myself2_chunk2_3,Portuguese,Portuguese
Myself2_chunk3_0,Portuguese,Portuguese
Myself2_chunk3_1,Portuguese,Greek
Myself2_chunk3_2,Portuguese,Greek
Myself2_chunk3_3,Portuguese,Greek
Myself2_chunk3_4,Portuguese,Greek
Necazian_chunk1_0,Norwegian,Bulgarian
Necazian_chunk1_1,Norwegian,Dutch
Necazian_chunk1_2,Norwegian,Norwegian
Necazian_chunk2_0,Norwegian,Norwegian
Necazian_chunk2_1,Norwegian,Norwegian
Necazian_chunk2_2,Norwegian,Norwegian
Oddi_chunk1_0,Norwegian,Norwegian
Oddi_chunk1_1,Norwegian,Norwegian
Oddi_chunk1_2,Norwegian,Norwegian
Oddi_chunk1_3,Norwegian,Norwegian
OppenheimersGuilt_chunk1_0,Spanish,Finish
OppenheimersGuilt_chunk1_1,Spanish,Czech
OppenheimersGuilt_chunk1_2,Spanish,Greek
OppenheimersGuilt_chunk1_3,Spanish,Lithuanian
OppenheimersGuilt_chunk2_0,Spanish,Bulgarian
OppenheimersGuilt_chunk2_1,Spanish,Greek
OppenheimersGuilt_chunk2_2,Spanish,Greek
OppenheimersGuilt_chunk3_0,Spanish,Spanish
OppenheimersGuilt_chunk3_1,Spanish,Spanish
OppenheimersGuilt_chunk3_2,Spanish,Spanish
OppenheimersGuilt_chunk3_3,Spanish,Spanish
Outrageous_chausette_chunk1_0,French,French
Outrageous_chausette_chunk1_1,French,French
Outrageous_chausette_chunk1_2,French,French
Outrageous_chausette_chunk1_3,French,Polish
Outrageous_chausette_chunk2_0,French,French
Outrageous_chausette_chunk2_1,French,French
Outrageous_chausette_chunk2_2,French,French
Outrageous_chausette_chunk2_3,French,French
Outrageous_chausette_chunk2_4,French,French
Outrageous_chausette_chunk3_0,French,French
Outrageous_chausette_chunk3_1,French,French
Outrageous_chausette_chunk3_2,French,Polish
Outrageous_chausette_chunk3_3,French,French
Outrageous_chausette_chunk3_4,French,German
OwlMirror_chunk1_0,German,German
OwlMirror_chunk1_1,German,German
OwlMirror_chunk1_2,German,Italian
OwlMirror_chunk1_3,German,Croatian
OwlMirror_chunk2_0,German,German
OwlMirror_chunk2_1,German,Czech
OwlMirror_chunk2_2,German,Italian
OwlMirror_chunk2_3,German,Dutch
OwlMirror_chunk3_0,German,German
OwlMirror_chunk3_1,German,German
OwlMirror_chunk3_2,German,German
OwlMirror_chunk3_3,German,German
Panukka_chunk1_0,Finish,Finish
Panukka_chunk1_1,Finish,Finish
Panukka_chunk1_2,Finish,Italian
Panukka_chunk2_0,Finish,Finish
Panukka_chunk2_1,Finish,Finish
Panukka_chunk2_2,Finish,Finish
Panukka_chunk3_0,Finish,Finish
Panukka_chunk3_1,Finish,Finish
Panukka_chunk3_2,Finish,Finish
PestoTomatoRavioli_chunk1_0,Russian,Russian
PestoTomatoRavioli_chunk1_1,Russian,Bulgarian
PestoTomatoRavioli_chunk1_2,Russian,Russian
PestoTomatoRavioli_chunk2_0,Russian,Bulgarian
PestoTomatoRavioli_chunk2_1,Russian,Russian
PestoTomatoRavioli_chunk2_2,Russian,Russian
PestoTomatoRavioli_chunk3_0,Russian,Russian
PestoTomatoRavioli_chunk3_1,Russian,Russian
PestoTomatoRavioli_chunk3_2,Russian,Russian
PestoTomatoRavioli_chunk3_3,Russian,Bulgarian
Phivo_chunk1_0,Norwegian,Norwegian
Phivo_chunk1_1,Norwegian,English
Phivo_chunk1_2,Norwegian,Romanian
Phivo_chunk1_3,Norwegian,Russian
Phivo_chunk2_0,Norwegian,Norwegian
Phivo_chunk2_1,Norwegian,Romanian
Phivo_chunk2_2,Norwegian,Norwegian
Phivo_chunk2_3,Norwegian,Swedish
Pimmeh_chunk1_0,Dutch,Dutch
Pimmeh_chunk1_1,Dutch,Dutch
Pimmeh_chunk1_2,Dutch,Slovenian
Pimmeh_chunk2_0,Dutch,Dutch
Pimmeh_chunk2_1,Dutch,English
Pimmeh_chunk2_2,Dutch,Swedish
Pimmeh_chunk2_3,Dutch,Dutch
Pimmeh_chunk2_4,Dutch,Lithuanian
Pimmeh_chunk3_0,Dutch,Dutch
Pimmeh_chunk3_1,Dutch,Dutch
Pimmeh_chunk3_2,Dutch,Dutch
Plasmashark_chunk1_0,Norwegian,Norwegian
Plasmashark_chunk1_1,Norwegian,Norwegian
Plasmashark_chunk1_2,Norwegian,Norwegian
PressureCereal_chunk1_0,Italian,English
PressureCereal_chunk1_1,Italian,French
PressureCereal_chunk1_2,Italian,Greek
PressureCereal_chunk1_3,Italian,Greek
PressureCereal_chunk2_0,Italian,Italian
PressureCereal_chunk2_1,Italian,Italian
PressureCereal_chunk2_2,Italian,Dutch
PressureCereal_chunk2_3,Italian,Dutch
PressureCereal_chunk2_4,Italian,Greek
PressureCereal_chunk2_5,Italian,Spanish
PressureCereal_chunk3_0,Italian,Portuguese
PressureCereal_chunk3_1,Italian,Greek
PressureCereal_chunk3_2,Italian,Greek
PressureCereal_chunk3_3,Italian,Greek
PressureCereal_chunk3_4,Italian,Greek
RAS_syndrome_chunk1_0,Hungarian,Romanian
RAS_syndrome_chunk1_1,Hungarian,Hungarian
RAS_syndrome_chunk1_2,Hungarian,Hungarian
RAS_syndrome_chunk1_3,Hungarian,Norwegian
RAS_syndrome_chunk1_4,Hungarian,Hungarian
RAS_syndrome_chunk2_0,Hungarian,German
RAS_syndrome_chunk2_1,Hungarian,Hungarian
RAS_syndrome_chunk2_2,Hungarian,Slovenian
RAS_syndrome_chunk2_3,Hungarian,Hungarian
RAS_syndrome_chunk2_4,Hungarian,Slovenian
RAS_syndrome_chunk3_0,Hungarian,Hungarian
RAS_syndrome_chunk3_1,Hungarian,Hungarian
RAS_syndrome_chunk3_2,Hungarian,Swedish
RAS_syndrome_chunk3_3,Hungarian,Swedish
RAS_syndrome_chunk3_4,Hungarian,Croatian
Rainfolder_chunk1_0,Slovenian,Slovenian
Rainfolder_chunk1_1,Slovenian,Slovenian
Rainfolder_chunk1_2,Slovenian,Slovenian
Rainfolder_chunk1_3,Slovenian,Slovenian
Rainfolder_chunk2_0,Slovenian,Slovenian
Rainfolder_chunk2_1,Slovenian,Serbian
Rainfolder_chunk2_2,Slovenian,Slovenian
Rainfolder_chunk2_3,Slovenian,Slovenian
Rainfolder_chunk2_4,Slovenian,Serbian
Rainfolder_chunk3_0,Slovenian,Czech
Rainfolder_chunk3_1,Slovenian,Slovenian
Rainfolder_chunk3_2,Slovenian,Slovenian
Rainfolder_chunk3_3,Slovenian,Croatian
Rainfolder_chunk3_4,Slovenian,Slovenian
Rainfolder_chunk3_5,Slovenian,Serbian
RamosSpaceBall_chunk1_0,Serbian,Croatian
RamosSpaceBall_chunk1_1,Serbian,Serbian
RamosSpaceBall_chunk1_2,Serbian,Serbian
RamosSpaceBall_chunk1_3,Serbian,Serbian
RamosSpaceBall_chunk1_4,Serbian,Russian
Randel55_chunk1_0,Estonian,Lithuanian
Randel55_chunk1_1,Estonian,Estonian
Randel55_chunk1_2,Estonian,Finish
Randel55_chunk2_0,Estonian,Estonian
Randel55_chunk2_1,Estonian,German
Randel55_chunk2_2,Estonian,Estonian
Randel55_chunk2_3,Estonian,Estonian
Randel55_chunk3_0,Estonian,Finish
Randel55_chunk3_1,Estonian,Estonian
Randel55_chunk3_2,Estonian,Estonian
ReineBlanche_chunk1_0,Russian,Lithuanian
ReineBlanche_chunk1_1,Russian,English
ReineBlanche_chunk1_2,Russian,Russian
ReineBlanche_chunk1_3,Russian,Lithuanian
ReineBlanche_chunk2_0,Russian,Polish
ReineBlanche_chunk2_1,Russian,Russian
ReineBlanche_chunk2_2,Russian,Russian
ReineBlanche_chunk2_3,Russian,Croatian
ReineBlanche_chunk3_0,Russian,Lithuanian
ReineBlanche_chunk3_1,Russian,Czech
ReineBlanche_chunk3_2,Russian,Polish
ReineBlanche_chunk3_3,Russian,Russian
Ricsun_chunk1_0,Hungarian,Hungarian
Ricsun_chunk1_1,Hungarian,Hungarian
Ricsun_chunk1_2,Hungarian,Hungarian
Ricsun_chunk2_0,Hungarian,Hungarian
Ricsun_chunk2_1,Hungarian,Hungarian
Ricsun_chunk2_2,Hungarian,Hungarian
RogerDogerMoger_chunk1_0,Romanian,Hungarian
RogerDogerMoger_chunk1_1,Romanian,Hungarian
RogerDogerMoger_chunk2_0,Romanian,Slovenian
RogerDogerMoger_chunk2_1,Romanian,Slovenian
RogerDogerMoger_chunk3_0,Romanian,Bulgarian
RogerDogerMoger_chunk3_1,Romanian,Croatian
Sarloh_chunk1_0,Slovenian,Slovenian
Sarloh_chunk1_1,Slovenian,Slovenian
Sarloh_chunk1_2,Slovenian,Slovenian
Sarloh_chunk2_0,Slovenian,English
Sarloh_chunk2_1,Slovenian,Slovenian
Sarloh_chunk2_2,Slovenian,Slovenian
Sarloh_chunk2_3,Slovenian,Estonian
Sciprio_chunk1_0,English,Portuguese
Sciprio_chunk1_1,English,English
Sciprio_chunk1_2,English,English
Sciprio_chunk2_0,English,Portuguese
Sciprio_chunk2_1,English,English
Sciprio_chunk2_2,English,French
Sciprio_chunk2_3,English,Dutch
Sciprio_chunk3_0,English,English
Sciprio_chunk3_1,English,English
Sciprio_chunk3_2,English,English
ScrabCrab_chunk1_0,Romanian,Romanian
ScrabCrab_chunk1_1,Romanian,Romanian
ScrabCrab_chunk1_2,Romanian,Bulgarian
ScrabCrab_chunk2_0,Romanian,Romanian
ScrabCrab_chunk2_1,Romanian,Romanian
ScrabCrab_chunk2_2,Romanian,Romanian
ScrabCrab_chunk3_0,Romanian,Romanian
ScrabCrab_chunk3_1,Romanian,Romanian
ScrabCrab_chunk3_2,Romanian,Romanian
SecondRook_chunk1_0,English,English
SecondRook_chunk1_1,English,Romanian
SecondRook_chunk1_2,English,French
SgtFinnish_chunk1_0,Finish,Finish
SgtFinnish_chunk1_1,Finish,Czech
SgtFinnish_chunk1_2,Finish,Finish
Sielgaudys_chunk1_0,Lithuanian,Lithuanian
Sielgaudys_chunk1_1,Lithuanian,Lithuanian
Sielgaudys_chunk1_2,Lithuanian,Lithuanian
Sielgaudys_chunk2_0,Lithuanian,Croatian
Sielgaudys_chunk2_1,Lithuanian,Lithuanian
Sielgaudys_chunk2_2,Lithuanian,English
Sielgaudys_chunk2_3,Lithuanian,Russian
Sielgaudys_chunk3_0,Lithuanian,Lithuanian
Sielgaudys_chunk3_1,Lithuanian,Polish
Sielgaudys_chunk3_2,Lithuanian,Slovenian
Sigakoer_chunk1_0,Estonian,Estonian
Sigakoer_chunk1_1,Estonian,Lithuanian
Sigakoer_chunk1_2,Estonian,Russian
Sigakoer_chunk1_3,Estonian,Russian
Sigakoer_chunk2_0,Estonian,Estonian
Sigakoer_chunk2_1,Estonian,Estonian
Sigakoer_chunk2_2,Estonian,Estonian
Sigakoer_chunk3_0,Estonian,Czech
Sigakoer_chunk3_1,Estonian,Russian
Sigakoer_chunk3_2,Estonian,Russian
Sigakoer_chunk3_3,Estonian,Estonian
Sikran_chunk1_0,Greek,Greek
Sikran_chunk1_1,Greek,Portuguese
Sikran_chunk1_2,Greek,Greek
Sikran_chunk1_3,Greek,Greek
Sikran_chunk2_0,Greek,Greek
Sikran_chunk2_1,Greek,Greek
Sikran_chunk2_2,Greek,Greek
Sikran_chunk2_3,Greek,Greek
Sikran_chunk3_0,Greek,Greek
Sikran_chunk3_1,Greek,Greek
Sikran_chunk3_2,Greek,Greek
Sikran_chunk3_3,Greek,Czech
Siverix_chunk1_0,Lithuanian,Romanian
Siverix_chunk1_1,Lithuanian,German
Siverix_chunk1_2,Lithuanian,Slovenian
Siverix_chunk2_0,Lithuanian,Lithuanian
Siverix_chunk2_1,Lithuanian,Lithuanian
Siverix_chunk2_2,Lithuanian,Lithuanian
Siverix_chunk3_0,Lithuanian,Lithuanian
Siverix_chunk3_1,Lithuanian,Estonian
Siverix_chunk3_2,Lithuanian,Lithuanian
SmartBets_chunk1_0,Bulgarian,Bulgarian
SmartBets_chunk1_1,Bulgarian,Russian
SmartBets_chunk1_2,Bulgarian,Bulgarian
SmartBets_chunk2_0,Bulgarian,Swedish
SmartBets_chunk2_1,Bulgarian,Bulgarian
SmartBets_chunk2_2,Bulgarian,Bulgarian
SmartBets_chunk2_3,Bulgarian,Czech
SmartBets_chunk3_0,Bulgarian,Bulgarian
SmartBets_chunk3_1,Bulgarian,Bulgarian
SmartBets_chunk3_2,Bulgarian,Bulgarian
SmartBets_chunk3_3,Bulgarian,English
SomethingAnxious_chunk1_0,Serbian,Serbian
SomethingAnxious_chunk1_1,Serbian,Serbian
SomethingAnxious_chunk1_2,Serbian,Serbian
SomethingAnxious_chunk1_3,Serbian,Greek
SomethingAnxious_chunk2_0,Serbian,Greek
SomethingAnxious_chunk2_1,Serbian,Serbian
SomethingAnxious_chunk2_2,Serbian,Serbian
SomethingAnxious_chunk2_3,Serbian,Serbian
St_Charlatan_chunk1_0,Bulgarian,Romanian
St_Charlatan_chunk1_1,Bulgarian,Bulgarian
St_Charlatan_chunk1_2,Bulgarian,Bulgarian
St_Charlatan_chunk1_3,Bulgarian,Bulgarian
St_Charlatan_chunk1_4,Bulgarian,Bulgarian
St_Charlatan_chunk1_5,Bulgarian,Bulgarian
St_Charlatan_chunk2_0,Bulgarian,Bulgarian
St_Charlatan_chunk2_1,Bulgarian,Bulgarian
St_Charlatan_chunk2_2,Bulgarian,Bulgarian
St_Charlatan_chunk2_3,Bulgarian,Bulgarian
St_Charlatan_chunk2_4,Bulgarian,Czech
Surely_Trustworthy_chunk1_0,Turkish,Turkish
Surely_Trustworthy_chunk1_1,Turkish,Turkish
Surely_Trustworthy_chunk1_2,Turkish,Turkish
Surely_Trustworthy_chunk1_3,Turkish,Greek
Surely_Trustworthy_chunk1_4,Turkish,Turkish
Surely_Trustworthy_chunk2_0,Turkish,Turkish
Surely_Trustworthy_chunk2_1,Turkish,Turkish
Surely_Trustworthy_chunk2_2,Turkish,Turkish
Surely_Trustworthy_chunk2_3,Turkish,Turkish
Surely_Trustworthy_chunk2_4,Turkish,Turkish
Surely_Trustworthy_chunk2_5,Turkish,Serbian
Surely_Trustworthy_chunk3_0,Turkish,Turkish
Surely_Trustworthy_chunk3_1,Turkish,Turkish
Surely_Trustworthy_chunk3_2,Turkish,Turkish
Surely_Trustworthy_chunk3_3,Turkish,Czech
Surely_Trustworthy_chunk3_4,Turkish,German
Swampos_chunk1_0,Czech,Czech
Swampos_chunk1_1,Czech,Romanian
Swampos_chunk1_2,Czech,Finish
Sylinic1_chunk1_0,Estonian,Estonian
Sylinic1_chunk1_1,Estonian,Russian
Sylinic1_chunk1_2,Estonian,Russian
Sylinic1_chunk1_3,Estonian,Estonian
Sylinic1_chunk2_0,Estonian,Estonian
Sylinic1_chunk2_1,Estonian,Estonian
Sylinic1_chunk2_2,Estonian,Estonian
Sylinic1_chunk2_3,Estonian,Lithuanian
Sylinic1_chunk2_4,Estonian,Estonian
TEAandCRUMPETz_chunk1_0,English,Russian
TEAandCRUMPETz_chunk1_1,English,Dutch
TEAandCRUMPETz_chunk1_2,English,Finish
TEAandCRUMPETz_chunk2_0,English,Polish
TEAandCRUMPETz_chunk2_1,English,Slovenian
TEAandCRUMPETz_chunk2_2,English,Croatian
TEAandCRUMPETz_chunk3_0,English,French
TEAandCRUMPETz_chunk3_1,English,English
TEAandCRUMPETz_chunk3_2,English,Czech
Taivasvaeltaja_chunk1_0,Finish,Finish
Taivasvaeltaja_chunk1_1,Finish,Finish
Taivasvaeltaja_chunk1_2,Finish,German
Taivasvaeltaja_chunk1_3,Finish,Greek
Taivasvaeltaja_chunk2_0,Finish,Finish
Taivasvaeltaja_chunk2_1,Finish,Finish
Taivasvaeltaja_chunk2_2,Finish,Finish
Taivasvaeltaja_chunk2_3,Finish,Finish
Taivasvaeltaja_chunk3_0,Finish,Finish
Taivasvaeltaja_chunk3_1,Finish,Finish
Taivasvaeltaja_chunk3_2,Finish,Finish
Taivasvaeltaja_chunk3_3,Finish,Finish
Tartyron_chunk1_0,Polish,Dutch
Tartyron_chunk1_1,Polish,Polish
Tartyron_chunk1_2,Polish,Czech
Tartyron_chunk1_3,Polish,Czech
Tartyron_chunk1_4,Polish,Polish
Tartyron_chunk2_0,Polish,Polish
Tartyron_chunk2_1,Polish,Polish
Tartyron_chunk2_2,Polish,Polish
Tartyron_chunk2_3,Polish,Polish
Tartyron_chunk2_4,Polish,Russian
Tartyron_chunk3_0,Polish,Polish
Tartyron_chunk3_1,Polish,Polish
Tartyron_chunk3_2,Polish,Polish
Tartyron_chunk3_3,Polish,Polish
ThatGuyNobodyKnows_chunk1_0,Dutch,Dutch
ThatGuyNobodyKnows_chunk1_1,Dutch,English
ThatGuyNobodyKnows_chunk1_2,Dutch,Dutch
The-Rural-Juror_chunk1_0,Croatian,Dutch
The-Rural-Juror_chunk1_1,Croatian,Czech
The-Rural-Juror_chunk1_2,Croatian,Croatian
The-Rural-Juror_chunk1_3,Croatian,Croatian
The-Rural-Juror_chunk2_0,Croatian,Croatian
The-Rural-Juror_chunk2_1,Croatian,Serbian
The-Rural-Juror_chunk2_2,Croatian,Croatian
The-Rural-Juror_chunk2_3,Croatian,Slovenian
The-Rural-Juror_chunk3_0,Croatian,Croatian
The-Rural-Juror_chunk3_1,Croatian,Slovenian
The-Rural-Juror_chunk3_2,Croatian,Serbian
The-Rural-Juror_chunk3_3,Croatian,German
TheMarvelousDream_chunk1_0,Lithuanian,Lithuanian
TheMarvelousDream_chunk1_1,Lithuanian,Lithuanian
TheMarvelousDream_chunk1_2,Lithuanian,Lithuanian
TheMarvelousDream_chunk1_3,Lithuanian,Lithuanian
TheMarvelousDream_chunk1_4,Lithuanian,Lithuanian
TheMarvelousDream_chunk2_0,Lithuanian,Lithuanian
TheMarvelousDream_chunk2_1,Lithuanian,Lithuanian
TheMarvelousDream_chunk2_2,Lithuanian,Lithuanian
TheMarvelousDream_chunk2_3,Lithuanian,Lithuanian
TheNominated_chunk1_0,Estonian,Russian
TheNominated_chunk1_1,Estonian,Bulgarian
TheNominated_chunk1_2,Estonian,Spanish
TheNominated_chunk1_3,Estonian,Spanish
TheNominated_chunk2_0,Estonian,Dutch
TheNominated_chunk2_1,Estonian,Swedish
TheNominated_chunk2_2,Estonian,Estonian
TheNominated_chunk2_3,Estonian,Estonian
TheNominated_chunk3_0,Estonian,Estonian
TheNominated_chunk3_1,Estonian,Hungarian
TheNominated_chunk3_2,Estonian,Estonian
TheRaido_chunk1_0,Dutch,Dutch
TheRaido_chunk1_1,Dutch,Dutch
TheRaido_chunk1_2,Dutch,German
TheRaido_chunk1_3,Dutch,German
TheRaido_chunk2_0,Dutch,Dutch
TheRaido_chunk2_1,Dutch,Dutch
TheRaido_chunk2_2,Dutch,Dutch
TheRaido_chunk2_3,Dutch,Dutch
TheRaido_chunk3_0,Dutch,Dutch
TheRaido_chunk3_1,Dutch,Dutch
TheRaido_chunk3_2,Dutch,Dutch
TheRaido_chunk3_3,Dutch,Dutch
TheWeekdn_chunk1_0,French,French
TheWeekdn_chunk1_1,French,Dutch
TheWeekdn_chunk1_2,French,Italian
TheWeekdn_chunk2_0,French,French
TheWeekdn_chunk2_1,French,Romanian
TheWeekdn_chunk2_2,French,French
TheWeekdn_chunk2_3,French,English
TheWeekdn_chunk3_0,French,French
TheWeekdn_chunk3_1,French,Bulgarian
TheWeekdn_chunk3_2,French,French
ViktorKitov_chunk1_0,Bulgarian,Russian
ViktorKitov_chunk1_1,Bulgarian,Bulgarian
ViktorKitov_chunk1_2,Bulgarian,Lithuanian
ViktorKitov_chunk2_0,Bulgarian,Lithuanian
ViktorKitov_chunk2_1,Bulgarian,Russian
ViktorKitov_chunk2_2,Bulgarian,Bulgarian
ViktorKitov_chunk2_3,Bulgarian,Russian
ViktorKitov_chunk3_0,Bulgarian,Finish
ViktorKitov_chunk3_1,Bulgarian,Russian
ViktorKitov_chunk3_2,Bulgarian,Bulgarian
ViscomteEcureuil_chunk1_0,French,Russian
ViscomteEcureuil_chunk1_1,French,Finish
ViscomteEcureuil_chunk1_2,French,Croatian
ViscomteEcureuil_chunk1_3,French,Dutch
ViscomteEcureuil_chunk2_0,French,Romanian
ViscomteEcureuil_chunk2_1,French,Serbian
ViscomteEcureuil_chunk2_2,French,Romanian
ViscomteEcureuil_chunk2_3,French,Slovenian
ViscomteEcureuil_chunk3_0,French,Russian
ViscomteEcureuil_chunk3_1,French,English
ViscomteEcureuil_chunk3_2,French,German
ViscomteEcureuil_chunk3_3,French,Dutch
VratijaSeSheemeh_chunk1_0,Croatian,Serbian
VratijaSeSheemeh_chunk1_1,Croatian,Czech
VratijaSeSheemeh_chunk1_2,Croatian,Serbian
VratijaSeSheemeh_chunk1_3,Croatian,Serbian
VratijaSeSheemeh_chunk1_4,Croatian,English
VratijaSeSheemeh_chunk1_5,Croatian,Croatian
WastedBlue_chunk1_0,Spanish,Spanish
WastedBlue_chunk1_1,Spanish,Greek
WastedBlue_chunk1_2,Spanish,Greek
WastedBlue_chunk1_3,Spanish,Spanish
WeAreBRICS_chunk1_0,Russian,Russian
WeAreBRICS_chunk1_1,Russian,Russian
WeAreBRICS_chunk1_2,Russian,Russian
WeAreBRICS_chunk1_3,Russian,Russian
WeAreBRICS_chunk1_4,Russian,Slovenian
WeAreBRICS_chunk2_0,Russian,Russian
WeAreBRICS_chunk2_1,Russian,Russian
WeAreBRICS_chunk2_2,Russian,Russian
WeAreBRICS_chunk2_3,Russian,Russian
WeAreBRICS_chunk3_0,Russian,Russian
WeAreBRICS_chunk3_1,Russian,Russian
WeAreBRICS_chunk3_2,Russian,Russian
WeAreBRICS_chunk3_3,Russian,Russian
Wolostar_chunk1_0,Swedish,Swedish
Wolostar_chunk1_1,Swedish,Swedish
Wolostar_chunk1_2,Swedish,Swedish
WorldCitizen77_chunk1_0,Bulgarian,Turkish
WorldCitizen77_chunk1_1,Bulgarian,Bulgarian
WorldCitizen77_chunk1_2,Bulgarian,Bulgarian
WorldCitizen77_chunk2_0,Bulgarian,Turkish
WorldCitizen77_chunk2_1,Bulgarian,Bulgarian
WorldCitizen77_chunk2_2,Bulgarian,Turkish
Xaguta_chunk1_0,Dutch,Dutch
Xaguta_chunk1_1,Dutch,Dutch
Xaguta_chunk1_2,Dutch,Dutch
Xaguta_chunk1_3,Dutch,Bulgarian
Xaguta_chunk2_0,Dutch,Dutch
Xaguta_chunk2_1,Dutch,English
Xaguta_chunk2_2,Dutch,Dutch
Xarvas_chunk1_0,Polish,Polish
Xarvas_chunk1_1,Polish,Estonian
Xarvas_chunk1_2,Polish,Swedish
Xarvas_chunk2_0,Polish,Polish
Xarvas_chunk2_1,Polish,Polish
Xarvas_chunk2_2,Polish,Polish
Xarvas_chunk3_0,Polish,Polish
Xarvas_chunk3_1,Polish,Polish
Xarvas_chunk3_2,Polish,Polish
ZZSSZZ_chunk1_0,Norwegian,Norwegian
ZZSSZZ_chunk1_1,Norwegian,Norwegian
ZZSSZZ_chunk1_2,Norwegian,Norwegian
Zacher5_chunk1_0,Norwegian,Dutch
Zacher5_chunk1_1,Norwegian,Norwegian
aethralis_chunk1_0,Estonian,Greek
aethralis_chunk1_1,Estonian,Greek
aethralis_chunk1_2,Estonian,Estonian
aethralis_chunk1_3,Estonian,Estonian
aethralis_chunk2_0,Estonian,Estonian
aethralis_chunk2_1,Estonian,Russian
aethralis_chunk2_2,Estonian,Estonian
aethralis_chunk2_3,Estonian,Russian
aethralis_chunk3_0,Estonian,Russian
aethralis_chunk3_1,Estonian,Estonian
aethralis_chunk3_2,Estonian,Estonian
aethralis_chunk3_3,Estonian,Estonian
aguad3coco_chunk1_0,German,German
aguad3coco_chunk1_1,German,Czech
aguad3coco_chunk1_2,German,German
aguad3coco_chunk1_3,German,Polish
aguad3coco_chunk2_0,German,German
aguad3coco_chunk2_1,German,German
aguad3coco_chunk2_2,German,Slovenian
amarcord_chunk1_0,Italian,Italian
amarcord_chunk1_1,Italian,Italian
amarcord_chunk1_2,Italian,Swedish
amarcord_chunk1_3,Italian,German
amarcord_chunk1_4,Italian,French
angnang_chunk1_0,Czech,Czech
angnang_chunk1_1,Czech,Bulgarian
angnang_chunk1_2,Czech,Bulgarian
angnang_chunk2_0,Czech,Norwegian
angnang_chunk2_1,Czech,Lithuanian
angnang_chunk2_2,Czech,Swedish
angry_spaniard_chunk1_0,Spanish,Spanish
angry_spaniard_chunk1_1,Spanish,Spanish
angry_spaniard_chunk1_2,Spanish,Spanish
angry_spaniard_chunk1_3,Spanish,Spanish
angry_spaniard_chunk2_0,Spanish,Spanish
angry_spaniard_chunk2_1,Spanish,Spanish
angry_spaniard_chunk2_2,Spanish,Italian
angry_spaniard_chunk2_3,Spanish,Spanish
angry_spaniard_chunk3_0,Spanish,Spanish
angry_spaniard_chunk3_1,Spanish,Spanish
angry_spaniard_chunk3_2,Spanish,Italian
angry_spaniard_chunk3_3,Spanish,Spanish
apocryphalmaster_chunk1_0,Romanian,Romanian
apocryphalmaster_chunk1_1,Romanian,Romanian
apocryphalmaster_chunk1_2,Romanian,Romanian
apocryphalmaster_chunk1_3,Romanian,Romanian
axemurdereur_chunk1_0,German,German
axemurdereur_chunk1_1,German,German
axemurdereur_chunk1_2,German,Swedish
axemurdereur_chunk2_0,German,Croatian
axemurdereur_chunk2_1,German,German
axemurdereur_chunk2_2,German,Polish
axemurdereur_chunk2_3,German,German
axemurdereur_chunk3_0,German,Hungarian
axemurdereur_chunk3_1,German,German
axemurdereur_chunk3_2,German,Swedish
bbc_guy_chunk1_0,Serbian,Serbian
bbc_guy_chunk1_1,Serbian,Serbian
bbc_guy_chunk1_2,Serbian,Lithuanian
bbc_guy_chunk2_0,Serbian,Serbian
bbc_guy_chunk2_1,Serbian,Serbian
bbc_guy_chunk2_2,Serbian,Serbian
bbc_guy_chunk3_0,Serbian,Serbian
bbc_guy_chunk3_1,Serbian,Serbian
bbc_guy_chunk3_2,Serbian,Spanish
bermyWHAT_chunk1_0,Dutch,Dutch
bermyWHAT_chunk1_1,Dutch,Dutch
bermyWHAT_chunk1_2,Dutch,English
bermyWHAT_chunk1_3,Dutch,Spanish
bluntoclock_chunk1_0,Romanian,Slovenian
bluntoclock_chunk1_1,Romanian,French
bluntoclock_chunk1_2,Romanian,Bulgarian
bluntoclock_chunk1_3,Romanian,English
bluntoclock_chunk2_0,Romanian,Portuguese
bluntoclock_chunk2_1,Romanian,Italian
bluntoclock_chunk2_2,Romanian,Greek
bluntoclock_chunk2_3,Romanian,English
bonvin_chunk1_0,Swedish,Swedish
bonvin_chunk1_1,Swedish,Swedish
bonvin_chunk1_2,Swedish,Swedish
bonvin_chunk1_3,Swedish,Swedish
bonvin_chunk2_0,Swedish,Swedish
bonvin_chunk2_1,Swedish,Swedish
bonvin_chunk2_2,Swedish,Swedish
bonvin_chunk3_0,Swedish,Swedish
bonvin_chunk3_1,Swedish,Swedish
bonvin_chunk3_2,Swedish,Swedish
bonvin_chunk3_3,Swedish,Finish
constantlymat_chunk1_0,German,German
constantlymat_chunk1_1,German,Italian
constantlymat_chunk1_2,German,Italian
constantlymat_chunk1_3,German,German
constantlymat_chunk1_4,German,German
ctudor_chunk1_0,Romanian,Romanian
ctudor_chunk1_1,Romanian,German
ctudor_chunk1_2,Romanian,Romanian
ctudor_chunk1_3,Romanian,German
ctudor_chunk1_4,Romanian,Romanian
ctudor_chunk2_0,Romanian,Croatian
ctudor_chunk2_1,Romanian,Romanian
ctudor_chunk2_2,Romanian,Romanian
ctudor_chunk2_3,Romanian,Greek
ctudor_chunk3_0,Romanian,Romanian
